release_date,channel,version,dart_sdk_version,engine_commit,snapshot_hash
2019-04-04T21:10:15.510204Z,dev,v1.4.10,None,5944867cabdb934ef9fea0dccb865cb1acef51b5,3383321009c0898417a99b9df9a73876
2019-04-04T18:49:39.997783Z,dev,v1.4.9,None,cc115500b9cb2b27d59627f202e6cd6bb87f49fc,f630ecdf457e27dd24d3b9e0a6bc1c13
2019-04-03T01:33:45.902970Z,dev,v1.4.8,None,a850016454f6d33da64d03dbd1ea71fd0fac299f,3a77dc0e4b817ac9954a776220a09629
2019-03-29T21:06:01.732208Z,dev,v1.4.7,None,c4d14a00716fa616b69d51bab957aee483bdc9c2,fdcf6c4b13c56e5ba32ccc991fc0d80c
2019-03-29T20:29:43.258766Z,dev,v1.4.6-hotfix.1,None,c4d14a00716fa616b69d51bab957aee483bdc9c2,fdcf6c4b13c56e5ba32ccc991fc0d80c
2019-03-29T00:01:25.778849Z,dev,v1.4.6,None,c4d14a00716fa616b69d51bab957aee483bdc9c2,fdcf6c4b13c56e5ba32ccc991fc0d80c
2019-03-28T18:13:28.784138Z,dev,v1.4.5,None,3a3f707d5a9b17388b60ff10b9f65b0c6a3c4134,12ede50e1442e2577bce79348e3bc031
2019-03-28T01:14:32.831108Z,dev,v1.4.4,None,0d83a2ecd1bb78f8e1f0ed9719ff3751cdfdd064,8d7ca9eab85b719a6371e8d851b51044
2019-03-27T21:50:50.687336Z,dev,v1.4.3,None,0d83a2ecd1bb78f8e1f0ed9719ff3751cdfdd064,8d7ca9eab85b719a6371e8d851b51044
2019-03-27T16:39:20.541106Z,dev,v1.4.2,None,0d83a2ecd1bb78f8e1f0ed9719ff3751cdfdd064,8d7ca9eab85b719a6371e8d851b51044
2019-03-27T01:13:10.675659Z,dev,v1.4.1,None,0d83a2ecd1bb78f8e1f0ed9719ff3751cdfdd064,8d7ca9eab85b719a6371e8d851b51044
2019-03-26T22:02:37.386587Z,dev,v1.4.0,None,dd6be2fd83710de8392fb554927a5d495684a13e,8d7ca9eab85b719a6371e8d851b51044
2019-03-26T01:16:58.897217Z,dev,v1.3.14,None,d4d4883216fd1c1dfc17d41418a960c002cfff57,34262bf031ae3b5c8fb9375bf45e037f
2019-03-19T03:42:42.929135Z,dev,v1.3.13,None,e75f6de01fee738eb15f24efb0ec549587009f1a,e7c8a6096e8cb3ada7a6550e3f87ea88
2019-03-19T00:07:35.793631Z,dev,v1.3.12,None,e75f6de01fee738eb15f24efb0ec549587009f1a,e7c8a6096e8cb3ada7a6550e3f87ea88
2019-03-18T16:38:19.665077Z,dev,v1.3.11,None,403337ebb893380101d1fa9cc435ce9b6cfeb22c,31d853261e7a9884297e9a39762a5107
2019-03-15T20:18:29.639532Z,beta,v1.3.8,None,f4951df193a7966f9ed4da43d555eee0913d84d1,9a66dcb2da955dffdbdb0eafa0288784
2019-03-15T04:03:09.790369Z,dev,v1.3.10,None,8b1a299ed52d4ef9521ccd65c6c52d563129d8af,b44d84a50bc3dcd23e0979b1bf79849b
2019-03-10T05:32:40.478710Z,dev,v1.3.9,None,4e54bc93ca9aaf2156fb06266c9fe509e8599a5f,cde614e2103dec94e73556e623ae89e3
2019-03-07T22:47:00.669263Z,dev,v1.3.8,None,f4951df193a7966f9ed4da43d555eee0913d84d1,9a66dcb2da955dffdbdb0eafa0288784
2019-03-07T15:20:15.237477Z,dev,v1.3.7,None,f4951df193a7966f9ed4da43d555eee0913d84d1,9a66dcb2da955dffdbdb0eafa0288784
2019-03-07T15:17:53.441780Z,dev,v1.3.6,None,4f54a1dd944497bd1ec0f2acca22ff9fbd8b377a,a1aaab2706cefc32dd1df8e973509540
2019-03-05T16:01:11.312470Z,dev,v1.3.4,None,e9eae9a1af77400d02c498f0ad943f2858845398,a1aaab2706cefc32dd1df8e973509540
2019-03-04T16:19:42.411121Z,dev,v1.3.3,None,39c46dea4b7347a252218aaff5caac5dc2fec8cd,a1aaab2706cefc32dd1df8e973509540
2019-03-01T09:55:35.815246Z,dev,v1.3.2,None,99f3f7a9c246f1ebedc6eefd867cde250b370380,a1aaab2706cefc32dd1df8e973509540
2019-03-01T01:32:44.709794Z,dev,v1.3.1,None,3e4e6f5c54db7a705e6d50f7f3bddfa2ac0d6612,a1aaab2706cefc32dd1df8e973509540
2019-02-28T04:56:47.051158Z,dev,v1.3.0,None,4434a39c7d545ed47186b2f4d98cd09c8366e720,089cfea6f089ab5f4bf8ccd2f7fc27b7
2019-02-27T23:55:32.285624Z,dev,v1.2.2,None,f1f19bba8f0089490962316867bd222727510ac5,67d5e890b128b2d4141263de5f1ac0d1
2019-02-26T17:24:44.521898Z,stable,v1.2.1,None,3757390fa4b00d2d261bfdf5182d2e87c9113ff9,0c73eb70aa4d30f450273cb424be8c62
2019-02-26T01:53:13.255892Z,beta,v1.2.1,None,3757390fa4b00d2d261bfdf5182d2e87c9113ff9,0c73eb70aa4d30f450273cb424be8c62
2019-02-15T06:29:10.644685Z,dev,v1.2.1,None,3757390fa4b00d2d261bfdf5182d2e87c9113ff9,0c73eb70aa4d30f450273cb424be8c62
2019-01-31T03:59:51.369963Z,dev,v1.2.0,None,36acd02c9412d0c1e6acbe0fbcb3dd03cda038df,1a4f095af4bcb46ca81bb57339e9667a
2019-01-29T22:16:42.061861Z,beta,v1.1.8,None,7112b72cc229e05d36716c3d7739885d3ffa72e6,317d4c7e607b1fd7d682c0010aadf1d0
2019-01-09T21:36:17.364354Z,dev,v1.1.8,None,7112b72cc229e05d36716c3d7739885d3ffa72e6,317d4c7e607b1fd7d682c0010aadf1d0
2018-12-12T00:34:29.682984Z,dev,v1.1.0,None,7375a0f414bde4bc941e623482221db2fc8c4ab5,8343f188ada07642f47c56e518f1307c
2018-12-04T17:38:52.282873Z,stable,v1.0.0,None,7375a0f414bde4bc941e623482221db2fc8c4ab5,8343f188ada07642f47c56e518f1307c
2018-12-04T17:02:15.249924Z,beta,v1.0.0,None,7375a0f414bde4bc941e623482221db2fc8c4ab5,8343f188ada07642f47c56e518f1307c
2018-12-04T17:00:36.684130Z,dev,v1.0.0,None,7375a0f414bde4bc941e623482221db2fc8c4ab5,8343f188ada07642f47c56e518f1307c
2018-11-30T05:17:44.100731Z,beta,v0.11.13,None,7375a0f414bde4bc941e623482221db2fc8c4ab5,8343f188ada07642f47c56e518f1307c
2018-11-30T05:04:36.738359Z,dev,v0.11.13,None,7375a0f414bde4bc941e623482221db2fc8c4ab5,8343f188ada07642f47c56e518f1307c
2018-11-29T03:51:24.955933Z,dev,v0.11.12,None,72c7a7567228cdaf8b7aa4a9e3d212ef9d4cc0ed,8343f188ada07642f47c56e518f1307c
2018-11-29T03:49:28.450887Z,beta,v0.11.12,None,72c7a7567228cdaf8b7aa4a9e3d212ef9d4cc0ed,8343f188ada07642f47c56e518f1307c
2018-11-28T16:57:21.243569Z,dev,v0.11.11,None,be973ea196127383f356d39be466e2f3bd163083,8343f188ada07642f47c56e518f1307c
2018-11-28T16:55:28.702491Z,beta,v0.11.11,None,be973ea196127383f356d39be466e2f3bd163083,8343f188ada07642f47c56e518f1307c
2018-11-27T06:51:22.538620Z,beta,v0.11.10,None,eebc6a58958587203f624528ff46b1d4b2b0f2fa,8343f188ada07642f47c56e518f1307c
2018-11-27T06:50:27.263812Z,dev,v0.11.10,None,eebc6a58958587203f624528ff46b1d4b2b0f2fa,8343f188ada07642f47c56e518f1307c
2018-11-21T07:50:12.774703Z,beta,v0.11.9,None,5c8147450db52b81232c138b9f9a65a8f9c61862,8343f188ada07642f47c56e518f1307c
2018-11-21T07:48:58.950398Z,dev,v0.11.9,None,5c8147450db52b81232c138b9f9a65a8f9c61862,8343f188ada07642f47c56e518f1307c
2018-11-20T18:47:30.345385Z,beta,v0.11.8,None,1baf081343530dbaa8bec378fe1ce26b4897c23f,8343f188ada07642f47c56e518f1307c
2018-11-20T18:35:12.256960Z,dev,v0.11.8,None,1baf081343530dbaa8bec378fe1ce26b4897c23f,8343f188ada07642f47c56e518f1307c
2018-11-19T19:14:35.559091Z,beta,v0.11.7,None,2e06da3df9cb370795f49747fdfd295b8168c133,8343f188ada07642f47c56e518f1307c
2018-11-19T19:03:42.568411Z,dev,v0.11.7,None,2e06da3df9cb370795f49747fdfd295b8168c133,8343f188ada07642f47c56e518f1307c
2018-11-15T00:06:07.567249Z,dev,v0.11.6,None,114d33d3caa24d260f15529e1f3f50783cbccd9a,8343f188ada07642f47c56e518f1307c
2018-11-14T08:21:52.745142Z,dev,v0.11.5,None,4959b71d6a1b1473911970428b16ac02397d930b,d124ce50a30741a188e41c52c424c127
2018-11-13T19:26:13.591295Z,dev,v0.11.4,None,5646e86a6f442dc6f4158ae7010ab13d72a0b356,d124ce50a30741a188e41c52c424c127
2018-11-13T01:12:51.313753Z,beta,v0.11.3,None,5646e86a6f442dc6f4158ae7010ab13d72a0b356,d124ce50a30741a188e41c52c424c127
2018-11-11T18:31:39.196426Z,dev,v0.11.3,None,5646e86a6f442dc6f4158ae7010ab13d72a0b356,d124ce50a30741a188e41c52c424c127
2018-11-10T03:57:25.010916Z,dev,v0.11.2,None,316f6365a64bd66fdf9c1ada3ed0a91d9533b9c7,d124ce50a30741a188e41c52c424c127
2018-11-10T00:05:02.633915Z,dev,v0.11.1,None,59f79d0d64c915c6ba04099206e3fed5b9d5a4a1,d124ce50a30741a188e41c52c424c127
2018-11-08T20:06:52.048337Z,dev,v0.11.0,None,162b2e98c036a8f8c355fd475dbe0db4f4bc886c,46b2bfb57b5647c5f7527ff9aa56c69b
2018-11-06T18:44:46.133026Z,beta,v0.10.2,None,6c2ade9fa2b555899530a31cc8cbd1dff3bf5eea,46b2bfb57b5647c5f7527ff9aa56c69b
2018-11-01T23:41:26.427053Z,dev,v0.10.2,None,6c2ade9fa2b555899530a31cc8cbd1dff3bf5eea,46b2bfb57b5647c5f7527ff9aa56c69b
2018-10-20T05:19:03.365595Z,dev,v0.10.1,None,3860a43379fa3a7474427a671c794fa29e555c10,787a4777f88a79e31da4816394307ae1
2018-10-10T01:30:38.767479Z,dev,v0.10.0,None,bf377896ff0fc190301436ff32a592f3bab75e6b,62ef4dfcf98329d5284e035d0513511a
2018-10-09T23:37:36.097058Z,beta,v0.9.4,None,74625aed323d04f2add0410e84038d250f51b616,a135b1a4c6790a272609c9405379bc63
2018-10-04T02:33:40.645472Z,dev,v0.9.6,None,f6af1f20ba92a819401d66ae4b2179b0775b0e12,a8259ee8cefb98a6f997d8518f7971c2
2018-09-28T23:30:33.903465Z,dev,v0.9.5,None,38a646e14cc25f5a56a989c6a5787bf74e0ea386,45a2b041cb2fd244807ef704d221ceba
2018-09-27T02:03:24.847660Z,dev,v0.9.4,None,74625aed323d04f2add0410e84038d250f51b616,a135b1a4c6790a272609c9405379bc63
2018-09-25T20:36:24.192396Z,dev,v0.9.3,None,71457a67d0f9b10e8442d6db6d711bf00185ea66,d6f42425feaac5aa95a1973e376bad82
